person_name,article_url,letter
ROBERT André,spip.php?article151192&id_mot=10754,chère mère chère femme chers enfants très bonne heure tout heure h cessé vivre pensant tous peine allez avoir tâchez surmonter chagrin malheur où allez être plongés pierre va arriver sans doute prochainement renseignera derniers moment passés ensemble tant voulu embrasser dernière fois envoie dernier mot plus tendres affection espère oublierez sacrifice fais embrasse toujours envoie avant tombe dernier souvenir resté bureau franc core alliance doigt h tout refusé communion cigarette dernier adieu andré
"ROBERT Jean, Auguste",spip.php?article129179&id_mot=10754,dernière lettre chers grand parent chers amis écrit cette lettre peiner dure nouvelle parvenue quand aussi hésite écrire espérant lettre fera quand plaisir si peut employer qualificatif demande être trop affectés cette condamnation avoir courage vu où trouve devoir travailler accomplir chers grand parent baissez tête fiers jeune mari guitte mort pay liberté idéal aimez bien marguerite jean claude soignez beaucoup car hélas guitte bien malheureuse peu peu remettra surtout joli jean claude là inviter sourire puis temp consolation viendra souvent revois belle journées passées village parent amis tous si gentils oui belle journées délicieux souvenir restent surtout journées si tristes tout a fin celle ci pourrait dire prématurée événements permis connaisse encore joy beaucoup plus grandes pay enfin heureux pourtant comprends choisi bonne route route mène bonheur peuples humanité réconciliée chemin long difficile beaucoup parmi tombés autres tomberont encore pourtant jour très éloigné où peuples prendront revanche beau peuple france dernier jour là pensez peu autres tombés sans connaître bien sentant tout proche uvré toutes force réaliser sûrs quelques français injustement mi mort centaines milliers patriotes dresseront relève mener bon combat doit être libération chaque pay bonheur chaque peuple confiance victoire là toute proche peut être pourrais parler peu plus eh bien voici moral santé vont peu près bien évidemment régime dont moral physique souffrent surveillé sans cesse gardiens cachot tout noir gross chaînes pieds comme pires assassin toutes mesures quelles elles abattent ami seulement exécution mettra fin courage flamme patriote communiste laisse abattre moralement certains parmi capitulards parmi traîtres heureux voir faiblir leurrent plaisir bientôt tour viendra alors pourrez rire voir trembler comme lâches allons chers parent chers amis quitte toujours avant mourir penserai encore courage espoir telle devise telle vôtre embrasse tous toutes force tout ur jean
"ROCHET Émile, Modeste",spip.php?article157453&id_mot=10754,thérèse deux mot dire point mourir espère occupera enfants feront comme plus tard car devrai mourir si jeune donnera montre jackie adieu tous bons baisers embrasse bien enfant famille emile courage tous regrette peu tard
"ROECKEL Franz, René. Dit ROECKET René. Pseudonyme : « Rajac  ou Rageac »",spip.php?article88753&id_mot=10754,dernière lettre prison fresnes mar a chers parent a pépère elodie raymond a frères tous chers amis vient informer onze heures jugement rendu a confirmé général exécuté tout heure quinze heures concerne puis rien regretter resté droit honnête jusqu bout infiniment remords pensant tous soucis ennui misère pie laisse derrière par sans savoir devenue armande ni raymond voudrais demander tous bien vouloir occuper avenir petite eliane tous courageux quittons pleins espoir avenir meilleur radieux certitude avoir contribué réconforte cette belle journée printemps regrettez pleurez perdez temp tombe oubliez heureux belle mort mille fois merci tous toutes belle bonnes choses apportées cours deux visites retrouvé travers tout cela multitude sympathy fais retourner affaire andrée comme doit venir visite cet après midi informés suite encore fois désolez aussi courageux faut beaucoup plus courage continuer vivre quitter vie cela supplie tous amis accorder sollicitude récompense sacrifice adieu tous rené
ROPARS Joseph,spip.php?article159831&id_mot=10754,dernière lettre orthographe origine fresnes septembre chère petite femme envoie cette dernière lettre beaucoup peine quitte comme attendais recours grâce a refusé maintenant heures vient annoncer exécution lieu cet après midi heures cher trésor demande dernière chose rester forte courageuse devant toutes peines comme a jusqu présent a toujours aidé malheur aussi bonheur toujours fier avoir épouse vais quitter cette vie courageusement parce rien reprocher toujours fait devoir bon français certitude avant mourir tous vengés ceux arrêtés payeront chèrement crime commis passage censuré allemands lettre demande maintenant bien embrasser papa maman jean rené françoise ainsi toute famille pense beaucoup tous toujours aimés cette triste nouvelle pouvais venir frapper si brutalement encore confiance avenir voir si certaine pouvoir retrouver heureux enfin destin a décidé cher amour courageuse forte demande dernière volonté aussi reste près parent pouvoir conserver espoir bons jours sacrifice inutile mari a toujours aimée quitte embrassant mille fois adieu cher amour demande être fière mari baisser tête vive noble france refusé service religieux demande aussi donc faire office join cette lettre photo vive france joseph ropars
"ROTHAMER Georges, Gérard",spip.php?article165705&id_mot=10754,dernières lettres monsieur madame rothamer boussières bien chers parent chère femme petite fille chérie vais être fusillé instant viens dire dernier adieu vu curé hier mourrai chrétien viens demander être très courageux tous abandonner petite fille chérie demande pardon peines faites si témoigné plus tendresse si plus aimé petite simone fille ici embrasse tendrement petite femme gosse adorée embrasse toute famille fils george madame george rothamer boussières petite femme adorée écris dernière fois venus réveiller tout heure dire donc instant fusillé meurs chrétien dernières pensées tous elevez bien petite chérie unissez tous faire jeune fille modèle embrasse tendrement ainsi petite gosse ur frère beau frères parent petite maman chérie papa si dévoué aimez tous confie fille vive france george
"ROUAULT André, Pierre",spip.php?article159969&id_mot=10754,dernière lettre nantes janvier chers parent chers amis cette lettre dernière écris car matin vient apprendre exécutés souffert geôles enchaînés depuis cinq mois matin donnera coup grâce espère mourrai disant faut supportions courage cette sentence vivrez faut faire respecter mémoire car bandit ni assassin patriote mourrai soldat cher père chère mère chagrin cette affreuse nouvelle abattra car savez réagir souhaite remplaciez enfant assistance publique père donne principe éducation conduira comme chemin honneur affaire ferez bon semble demande corp transporté plus tard côte côte celui cousin mort aussi victime idéal espère oncle va sortir vivant massacre faut daniel devoir dicte ligne conduite toute droite pense moment tous amis rémy rené collet quémard mlle hélène levasseur raymond parent chéris revois tous visage pensant tout heure mourrai meurs parti pay comme tombe tant tous jours vive france vive pc adieu andré rouault
"ROUSSEL Léon, Ernest",spip.php?article165722&id_mot=10754,laon avril chers papa maman henri jean claude chère paulette toute famille amis aujourd hui avril a tous depuis passé très mauvais jours attendions confirmation peine matin voilà finis allons maurice andré être exécutés heure chose faite gardé espoir jusqu dernier moment espoir envole voulez tel destin trouverez f portefeuille remettre jean claude chers parent prison saint quentin fabriqué sac voyage blanc bleu souvenir a tous souhaite bonne chance vie beaucoup bonheur tous heureux chère paulette souhaite mari digne par gravés toujours ur nom ainsi celui tous aimerai éternellement heureuse beaucoup bonheur souvenir accepte chevalière ci jointe souvenir ami aime espère bagages remis intacts ci joint photo toujours ur a tous dis dernier adieu recevez dernière étreinte celui oubliera jamais mort renaisse paix bonheur tous heureux adieu roussel léon avril
"ROUVILLOIS Jean-Baptiste (ou Jean, Baptiste), Édouard",spip.php?article165728&id_mot=10754,lille février petite femme adorée min quin chérie deux petits trésors amour hier visite joie sentir lèvres contre miennes hélas dernière fois courageuse trésor car faut beaucoup courage lira cette dernière lettre car deux heures trente quatre heures devon être fusillés recommande deux petits trésors reverrai plus élève convenablement jean jacques chéri faire homme petite jeanine bonne petite femme courageuse comme mère tâche plus dure chérie car reste toute vie devant jeune encore très jeune très jolie plus question heures minute rien pire dis adieu ceux aime revoir tous devant photo deux petits sourient trésors pourtant reverront plus toute vie devant chérie faudra rester toute seule faut refaire vie surtout choisir petits père rende malheureux tout chez appartient va recevoir colis affaire souvenir deux trésors aimais tant femme chérie veux gardes bon souvenir car depuis mariés jamais appartenu toujours très grande confiance méritais grandement adieu chérie surtout courageuse soigne bien deux trésors chéris adieu min quin courage mari aime père adore pensé tout temp séjour prison meure pensant baisers marguerite george tante pauline mémère toutes tous adieu trois amour chéris courage vive france jean rouvillois
"ROUXEL Roger, Joseph, Léon [Pseudonyme dans la Résistance : Léon]",spip.php?article73566&id_mot=10754,dernière lettre fresnes février chère petite mathilde chérie écris première dernière lettre très gaie annonce condamnation mort exécution cet après midi quinze heures plusieurs camarades demande beaucoup courage vais mourir pensant comme toujours fait jusqu dernière seconde meurs courageusement patriote pay fait devoir soldat demande oublier cauchemar souhaite être heureuse car mérites choisis homme bon honnête saura rendre heureuse conserve mémoire autant voudras faut dier chose personne vit morts fait beau projets sort a décidé autrement jure jamais moment défaillance meurs soldat libération patriote demanderas si désires parent chéris vais quitter grand regret souvenir devra jamais quitter diras aussi tous camarades connais quitte pensant pensent peu camarade mort patrie chère mathilde bien voulu ainsi parent serrer dernière fois bra temp manque pense tendrement toute famille regardais déjà comme mienne dernier souvenir va aussi vers tous voisins amis quitte embrassant tout ur espère souvenir camarades mien scia oublié car doit être mémorable petite mathilde demande encore fois être heureuse dernière volonté lettre très bien écrite faute conserve parmi objets précieux termine embrassant tout ur souvenir accompagnera jusqu bout petit ami quitte toujours roger rouxel vive france
"SALAÜN Yves, Bernard",spip.php?article146830&id_mot=10754,prison fresnes février bien chère mère bien cher père bien chers tous voici réunis tous trois cornec geffroy cellule verra derniers moment vie car vient notifier confirmation terrible sentence terrible certes plus car mort fait peur soldat allez surtout croire égoïste pense car pense tous sacrifice imposés nénaine parrain élever peut être donné toutes satisfaction droit attendre suivi voie toujours ambition être soldat âme pouvant faire partie armée régulière fait partie cette armée souterraine obscure résistance connaissais danger compris sublime grandeur joué perdu autres gagneront combattu grand idéal liberté mourrai satisfaction certaine savoir autres achèveront uvre tous commencée mourons france vive faut laisser abattre terrible nouvelle relever front devant adversité cinq salaün déjà tombés france regret pouvoir perpétuer cette famille si éprouvée guerres puis exprimer cette lettre toute tendresse sûr ressentez bien droit croire pu manifester autre façon voulez mal fait a revenir cette question midi encore deux heures passer prison étrangement calme car fait idée arrive plus sûr pouvoir chanter devant poteau parlé annick michou parent amis jean particulier combien pense adieu donc chers parent dites adieu famille amis oubliez marie suprême pensée france patrie yves
SAMPAIX Lucien,spip.php?article130394&id_mot=10754,quant nouveau domaine quel sort attend faiblirai sûre idéal défendu jusque devant mort soutiendra autres choses aussi espère tout petit monde croit abattre a bien tort penser prison bagne guillotine peuvent faire reculer idée faire barrage événements inéluctables prison bagne ça supporte croiras si veux mort apparaît si terrible quand sent comme sentie sûrement plus terrible ceux restent pleurent ceux partent sentiment devoir accompli jusqu bout
"SANSON Franc, Jean",spip.php?article166287&id_mot=10754,bordeaux chérie chers tous cette lettre dernière h h plus monde chérie remarie si trouves élève fils comme faut amour prochain maman demande prendre femme comme fille francis comme fils très courageux dernière pensée tous très chers embrasse bien toute famille courageux faut croyez beaucoup aimé durant tout vivant jusqu mort pensé viens refuser confession vu aucune religion chérie plain beaucoup si heureux tous enfin destinée nourrir an vais quitter toujours adieu chérie embrasse fils maman plus gros baisers papa aussi lulu aussi toute famille tienne embrasse dernière fois franc p pensez assurance vie élève fils esprit revanche haine dernière volonté franc embrasse encore toujours petit mari adoré franc
SANTOPIETRO Jean,spip.php?article157710&id_mot=10754,montluc er février chère maman cher papa lorsque recevrez cette lettre déjà fusillé tribunal a condamné mort janvier derniers jours passés préparer mort maintenant heure heures exécutés quitte terre sans haine seul regret avoir moment prêtre catholique près vais mourir chrétien vais confesser assister messe juste avant exécution espace vide décidé faire bander yeux quelques heures plus là pourtant sen calme prêt mourir bravement chers parent regrettez rien arrive dieu a voulu a permis prépare mort avant cette mort doit tous prendre tôt tard adresse plus chères pensées fils jean
SAVU Jean [Pseudonyme : Petit Jean],spip.php?article89094&id_mot=10754,orthographe origine fresnes octobre pauvre petite chérie viens apprendre triste nouvelle nouvelle condamnés mort courant apprenons aujourd hui allons être exécutés midi femme chérie écoute prière supplie courageuse seul regret emporterais tombe faire peine quittant méritais cela rendu très heureux remercie si savait comme aimais toujours su faire comprendre malheureusement surtout petite chérie forte élève bien jeanot fait homme comme oublie jamais papa pourquoi mort patrie environ caractères caviardés allemands lit transparence parti lègue tout petit avoir cette lettre suffira espère applanir suite
"SCHAPIRA Salomon, Wolf dit Willy écrit parfois CHAPIRO,  SCHAPIRO ou SZAPIRO]",spip.php?article19415&id_mot=10754,dernières lettres février fresnes chère petite henriette dernière lettre après midi exécutés très agréable lutte naturellement préféré champ bataille malheureusement chance tant pi faut pleurer confie deux petite meurs tranquillement car sais beaucoup amis surtout personnellement regrette pouvoir voir embrasser avant mourir derniers trois jours après condamnation deux jeunes français ensemble appris aimer france davantage quel bon esprit adieu petite adieu tous amis adieu belle france peux écrire car trop froid mille baisers tous will fresnes février enfant bien aimé après quatre mois peux écrire lettre hélas triste car vais être fusillé quatre mois très durs fléchi car sais quoi consacré vie naturellement douloureux abandonner belle vie maintenant espère enfant si attendu venu monde pourra connaître papa beaucoup rêves chérie petit chéri elève enfant esprit seul donne jeune vie cette lutte willi
"SCHMIDT Auguste, Édouard",spip.php?article200569&id_mot=10754,juste avant mourir put écrire père quand lira ligne plus parmi vivants peiné donner cette triste nouvelle hélas décidé ainsi a plus rien changer donc destinée dieu a voulu doi subir sort combien heureux pouvoir lira moins encore lettre joséphine plus cette consolation recours grâce a rejeté loi martiale impitoyable console pensant retrouverai chère oncle emile jusqu dieu conduira chez cette pensée quitte chers monde vais mourir homme courageux
SCHMIDT Hugo,spip.php?article171254&id_mot=10754,chère silma enfants dernière heure vie veux dire adieu viens instant être condamné mort chère silma bonne sage enfants salue mère dis adieu ceux aime pensées vont jusqu dernière minute adieu mari aime embrasse tous hugo
"SCHÖNHAAR Karl, Eugène [Pseudonyme : Germain]",spip.php?article166592&id_mot=10754,dernière lettre mère orthographe respectée santé h iv chère maman écris dernière fois espère cette lettre donnera courage triompher cette nouvelle épreuve supplie dernière fois tâches surmonter chagrin pensant courageux jusqu bout tâches refaire vie enfin tranquille mari aimerais dessus tout enfant pourrais reporter toute affection temp douleur calmera tout efface temp sais si peux tâches voir tatia compagnie être aimé connais fera peut être bien a pu envoyer superbe manque partie phrase surmonter derniers moment si toujours montré sais aimais plus tout souvent ingrat surtout envers uri chère maman sépares objets appartenaient vi souvenir jeune encore peux recréer autre monde surtout si pouvais avoir autre enfant v u plus cher espère tatia pourras faire parvenir cette lettre car ignores où pardonnes tout mal fait jusque mort tâches être heureuse uri v ux plus cher embrasse dernière fois fils carlo
"SCHUWER Jean, Charles, Henri [Pseudonyme dans la Résistance : Robin]",spip.php?article167853&id_mot=10754,dernière lettre jean schuwer lundi mar mami chérie cher vieux papa sais mal va faire cette lettre depuis bien longtemps saviez devenu maintenant hélas savez jeannot a arrêté comme réfractaire maison arrêt roanne parent chéris prie courage savez fait aucun mal moment passer ici peut être dur courage fera paraître court jour si lointain pourrai retrouver enfin bien mérité bonheur cran chéris voila faut tous cette façon retrouverons sourire aime chers parent embrasse toutes force jeannot p doute comme privés cependant envoyez si pouvez petit colis envoyer serviette savon brosse dent dentifrice peigne peut être peu beurre sucre confiture verre carton pain épices demande si pouviez faire
SEIGNEURGENS Maurice,spip.php?article166597&id_mot=10754,maurice a écrit lettre adieu famille dernière lettre maurice seigneurgens chers papa maman chers ur petits cher marcel aujourd hui lundi matin août vais finit vie viens quitter prêtre écrit cette dernière lettre ensuite casserai croûte heure partir yeux sec veux pleurer oh non ailleurs beaucoup moins dur histoire quelques minute plus douloureux plus terrible peux rien faire alléger peine pardonnez faire tant mal sais cela va être crève ur surtout voulez demande rester tous unis plus séparer vie si peu chose faut gâcher mesquineries aussi espère saurez comprendre fin guerre espère proche marcel frère reviendra enfants auprès ainsi gisèle faudra tous aimer beaucoup petits faudra être bien sage plus tard dira pourquoi oncle a fusillé alors comprendrez haines peut abolir recours grâce a refusé car quelques jours après audience nouvel attentat a commis contre chemins fer voilà raison a donnée discute quoi bon ça changerait rien subis peine tout subis français a rien reprocher saurai mourir crainte pourra reprocher fils a lâche vais terminer car veux écrire mot petite gillette tout demande si possible faire ramener corp villers fantaisie tombe toute simple fleurs naturelles tout adieu maman papa adieu gisèle marcel adieu petits quitte jamais embrasse tout ur vingt an souffre avoir mal compris adieu camarades amis adieu tous connu souriant chantant guerre terminée a savoir finir beauté supprimer jamais a tous dis adieu tous famille encore fois embrasse tendrement emporte fond ur image famille bien unie adieu tous fils frère oncle maurice
SEMAHYA Acher,spip.php?article153153&id_mot=10754,chère maman après quitté matin transférés cherche midi sais pourquoi fait plus mal chagrin fais sans vouloir sais combien aime content avoir vus tous matin maintenant faut tous unis famille parler dernière volonté faut affection reportes monique remplacera auprès a frère demande abandonner maman compte subvenir besoins sarah victoria charge consoler mama confie oncle regrette beaucoup avoir vu tant choses dire odette ça a fait grand plaisir venue voir sais toujours aimée si dit charge famille maintenant faut trouves garçon honnête travailleur marier heureuse mérites bien peur mourir fait souffrir plus chagin fais fait bonne cause prêt recommencer maintenant tout fini courageux embrasse tous comme aime fils frère acher
"SEMARD Pierre, Victor",spip.php?article8625&id_mot=10754,mar chers amis occasion inespérée permet transmettre dernier mot puisque quelques instant fusillé attends mort calme démontrerai bourreaux communistes savent mourir patriotes révolutionnaires dernière pensée camarades lutte tous membres parti tous français patriotes héroïques combattants armée rouge chef grand staline meurs certitude libération france dites amis cheminots fassent rien puisse aider nazi cheminots comprendront entendront agiront convaincu adieu chers amis heure mourir proche sais nazi vont fusiller déjà vaincus france saura poursuivre bon combat vivent union soviétique alliés vive france
"SENEUZE Pierre, Raymond",spip.php?article249561&id_mot=10754,aujourd hui heures mourrai héros guide fils vers grandeur honnêteté vive france
"SIXDENIER Paul, Marie",spip.php?article166631&id_mot=10754,dernière lettre paul sixdennier conservée musée départemental histoire résistance déportation ain haut jura dijon janvier maman papa jany chéris dernière heure arrivée exécuté matin huit heures vais voir prêtre meurs calmement car temp expier toutes fautes cellule pardon chers parent faire pleurer désobéi meurs chère maman désobéissance a coûter bien larmes fait mourir pay meurs chrétien aussi vais rejoindre grand père grand mère tante odette reposent là haut bienheureux accueille mort comme délivrance vois prêtre quelques instant immense plaisir laisse affaire personnelles bien peu resteront comme souvenir tous laissés bien longtemps sans nouvelles celles recevrez vont faire pleurer beaucoup beaucoup prié paix aussi espère tout monde retrouvera jour meilleur vivra heureux petite maman chérie doi lamenter avoir pu faire obéir début année veux destin repensé tout fait depuis naissance pu remercier bon dieu bien peu fait terre remercier espère faire mieux là haut ur tout entier dit merci papa peux savoir tout remord être conduit comme conduit quelquefois espère pardonneras car peux savoir non comme tout amour a quelqu concentre moment mort a petite ur aimait tant rendais bien envoie derniers baisers plus gros mets grand espoir confie papa maman abrège car prêtre attend porte laisse petit paquet viendra chercher prison départementale dijon pourrez peut être réclamer corp oublie jean envoie toute tendresse là ba loin quand reverrez bientôt espère adieu parent chéris assez aimés dites adieu tous parent amis cite tous pensé tous séparément plus gros baisers tous paulot va paulot p arrêté allais faire sabotage armes encore fois pardon papa maman
SONES Lucien,spip.php?article158778&id_mot=10754,dernière lettre retrouvée début cadre succession paris janvier petite tante grand mère chérie trouve quelques heures avant mort viens avoir visite prêtre allemand a bien remonté moral résultat changé doi mourir dur partir ainsi sans avoir embrassé si bons bandit revolver marchait enfin loi veut meurs demande seule chose faire revenir corp houilles celui oncle sais dur aussi apprendre cette chose atroce enfin maintenant trop tard doi mourir courage aujourd hui jour fête saint lucien cela ligne illisible plis cours déjà bien servi quitte chère tante grand mère souhaitant bonne chance tous embrassez bien robert retour allemagne georgette petit raymond jacqueline a jamais oublier george odette cormoli toute famille tante juliette pense tous avant mort adieu bonne chance tous lulu heureux près oncle
"SOSNOWSKI Cadys ou Cadis, écrit aussi SOSNOVSKI Kaddish",spip.php?article152105&id_mot=10754,laissa dernière lettre parent frère écris cette lettre avant mourir jugé condamné mort mai maintenant viens recevoir visite officier apprenant recours grâce sollicité rejeté heures doi être fusillé heures quatre heures passerai penser maintenant chère maman vais écrire sais où espère cette lettre parviendra quand vais demander avoir beaucoup courage rien faire entends attenter vie pense autre fils petit frère reverrai plus maintenant petit papa écris petit papa chéri parti depuis si longtemps sûr va bientôt revenir papa aime tant fils écrit fils cadis a an loin loin maman chérie join cette lettre mèche cheveux espère laissera fils frère pensera jusqu fin
"SOYE Léon, Émile",spip.php?article166641&id_mot=10754,avant être exécuté gravé gobelet fer histoire soye léon condamné mort avoir donné dupont revolver vengé france libre condamné sans inculpation détention arme aide militaire ennemis reich jugement commencé h fini h
"STADLER Robert, Henri",spip.php?article157203&id_mot=10754,dernière lettre h femme chérie enfants chéris reçu cette lettre tout fini prends courage surtout pense bien enfants embrasse toujours bien toujours comme toujours communié meurs conscience tranquille reverrons là haut bons baisers toujours tous trois mari père éternité
"STEPHAN Louis, Henri",spip.php?article166647&id_mot=10754,demande si catholique donc foutu sen pourtant mérite mort fresnes jean adieu chère amie cette lettre tout aimais voir venir pense toutes course pénibles demande faire besoin refaire santé maintenant inutile fusillé heures heures environ sais depuis heures vais tomber pensant tous aime france aimé voir redevenir grande belle comme jadis dieu garde cette terre tous heureux mère habite callac bretagne ker bourhis côtes nord ecris tendrement aider tenir cette secousse va faire tant mal cette mère aimais tant dessus tout confiance voulu vivre simplement heureux embrasse parent adieu gaby bon copain épargné grand fléau guerre paie communistes paris hais pourtant communistes tout nom coeur justice paix règne terre plus tôt possible heureuse chère jeanne ainsi tous pense photo maman a marraine amis compte adieu chère jeanne embrasse bien tendrement vive france liberté stephan louis
"SUBSOL Roger, Joseph [Pseudonyme dans la Résistance : Phoebus]",spip.php?article157204&id_mot=10754,dernière lettre orthographe origine fresnes mai cher papa demande tous beaucoup courage recueillir nouvelle dont doutes voyant début cette lettre vois tremble trop car fait sacrifice vie france cela devez être fort fiers seul regret causer cette grande peine fin jours pu vivre calmement quittons tout fait car retrouverons tous ciel demande encore fois embrasser toutes personnes assisté depuis arrestation touton madeleine suzon tous parent autre chose a dire embrasse tous bien fort rendez après bon dieu ciel petit roger par communié copie original resté entre main mr subsol père
"TARDY Gabriel, Marie, Jean [dit Le Timide]. Dit TARDY Gaby",spip.php?article149499&id_mot=10754,dernières lettres version communiquée famille parent fresnes mercredi août heures chère petite mère cher papa vais encore faire beaucoup peine dernière fois viens apprendre jugement confirmé doi être fusillé soir vers h demande pardon chagrin cause multiple soucis si souvent infligés sais aussi comme supporterez cette épreuve courage français chrétiens terrible mourir quand a fait devoir sacrifie idéal revoir petite maman chérie revoir cher papa revoir edmée jecki thérèse alain founette petit raphaël aiderai mieux aimez toujours père mère consolez leurs peines restez toujours bons chrétiens bons français aime chers maman papa vive france gaby cousin rené fessy fresnes mercredi août heures vieux rené donc plus joie revoir bons amis monde écris transmettre quatre heures rejoins mal autres mort aussi originale vie sais regrette heureux mourir france vi lorsque bien vieux puisses dire vie a inutile joie servir être utile pay prochain peux écrire tous amis fais savoir dis pense tous moment ceux vécu depuis an françois frères tous embrasse parent frères ur pense aussi tous cousin joy remercie ciel revoir vieux rené revoir amis vive france gaby version publiée guy krivopissko vie mourir op cit lettre cousin rené fessy remise aumônier fresnes fresnes mercredi août vieux rené donc plus joie revoir bons amis monde écris transmettes quatre heures rejoint mal autres mort aussi originale vie sais regrette heureux mourir france vi lorsque bien vieux puisse dire vie a inutile joie servir être utile pay prochain alors regret non plus bien grande satisfaction fait peu fait fanatisme voulu faire bien davantage ciel aiderai tous car sais sûr fils comme pay revivra après avoir tant souffert fautes fais aimer autour cette pauvre france amis enfants ciel aidera si demandez bien faiblesses commis bien fautes mort rachète sais souviendrez longtemps tombez erreurs commises bonheur terre réside devoir accompli sacrifice idéal vraie vie celle mène selon morale dieu plaisirs extérieurs trouvent toujours leurs conséquences leurs punitions mêmes car dehors morale choses laisse donc abuser fixe but honorable sacrifie tout atteindre difficultés rencontrées rien servent montrer faiblesse si idéal soutenu foi appuyé religion donc aucune peine vieux rené sais bien jour reverrons tous assure si vie a bien remplie si espères crois monde meilleur difficile mourir connais toute vie toujours vécu près autre connais aussi faiblesses imite si peux réparer plus grosse confie imite cela avoir semblable regret seul ailleurs aime parent apprécie vraiment joy famille lorsqu privé devon beaucoup buts doit être rendre peu bonheur tous amis fais savoir dis pense tous moment ceux vécu depuis deux an françois frères tous sais peux compter marieras jour élève moutards comme élevés chrétiens français si si ba aujourd hui pay si ici moment parce aimait assez france remède là aimer france depuis trois mois bien réfléchi pu comprendre cette chose rebute devant difficultés décourage prie sainte vierge extraordinaire joy donne grâce jamais aussi calme sincèrement réjouis aller rejoindre embrasse parent frères ur pense aussi tous cousin camil joy remercie ciel revoir vieux rené revoir amis vive france gaby tardy
"TÉNINE Maurice [TÉNINE Moïshé, Eidel, dit]",spip.php?article73993&id_mot=10754,dernière lettre camp choisel châteaubriant loire inférieure octobre chérie fille adorée chers parent ur toujours recommandé courage faut désormais beaucoup plus a jamais fallu moment où recevrez cette lettre plus exécuté allemands crime commis irai mort bravement sans rien regretter vie ni actes pense derniers instant tous êtres chers chérie encore mot puisqu fait attendre vi faut vives toujours vue courageuse faut serre dent comme serrées après mort petit vie continue ardente avenir fillette tous enfants monde revoir jamais maurice acceptez mort courage sans résignation meurs victime idéal cela rend derniers instant calmes extraordinairement calmes sais aussi histoire écrit moment sang autres ajoutera quelques mot quelques ligne cette histoire prenez mort comme doit être prise a antoinette chérie compagne bons jours reste fille puisqu donné garder fils porte deuil éternellement vie encore longue devant remarie si trouves jour compagnon digne souvenir reste doux vie aimée chers parent vais idéal reste soeur claude nadia nadia ténine épouse michel devenue historienne aimer jusqu fin jours souhaite longs plus long possible voir avenir meilleur petite soeur restera souvenir frère droit vie comme mort fille adorée reste nom sans tache pourras porter plus tard orgueil annette chérie encore fois brave jusqu dernière minute avant clore cette lettre accorde ultime pensée tous amis dont pu voir affection autour cercueil enfant tout heure moment salve dernière pensée dernier baiser recevras plus long plus ardent tous ceux passé embrasse tous femme fille parent ur amis maurice
"THIERRET Paul, Robert, Léon",spip.php?article145478&id_mot=10754,dernière lettre octobre a femme chérie a famille amis amené brigade spéciale où subis premier interrogatoire répondis rien enchaîné gardé trois agent isolé pièce lendemain nouvel interrogatoire menace punitions ceux arrêtés dit remis revolver répondis roman feuilleton ramené salle promesse ferait bien parler entre temp aperçu femme conduisait anthropométrie lendemain mai conduit dépôt revenait reprendre vendredi mai scène plus terrible subir effet deux heures cinq heures trois policiers relayèrent frapper deux fois cours cette séance coup matraque fit sauter oeil droit malgré tout mot sortit lèvres fallut emporte jetèrent salle où sais comment passais nuit mois après encore tout noir cou mollets suite coup reçus sais combien fois évanouis quittais dépôt où fois joie peine voir femme chérie non encore relâchée juin santé où depuis cette date devais subir juin puis juillet interrogatoire allemands pire subir français moins excuse défendre dire policiers français véritable supplice juin an er octobre jour nuit main liées derrière do si voulez ajouter combien meurtri chair sou coup fess tellement enflé pantalon a craqué presque impossible coucher seul sans nouvelles sans rien ventre vide pourtant tenu coup a dix huit condamnations mort vingt quatre depuis procès fini enlevé menottes prête livres surtout grâce colis dis mille fois merci attendons plus maintenant prochaine après midi où vers seize heures mourrons très courageusement a femme chérie famille camarades tous adieu a tous confie femme aimez aidez aime tant paul
"THOMAS Henri, Michel [Pseudonyme dans la Résistance : le Gosse]",spip.php?article157711&id_mot=10754,montluc février chère maman chérie viens apprendre doi être fusillé tout heure heures passé tribunal militaire allemand a condamné peine mort janvier courageuse forte songe péris patrie ira voir petite sylviane dernières volontés dis aime beaucoup tellement puis exprimer montreras cette lettre faire voir pensé jusqu dernière heure image ainsi tienne suivra tombe diras aussi ur beau frère beau père aime bien devant peloton exécution pensée entière tous argent père laisse seule possession également dernières volontés viendras aide mieux car jacques va être fusillé temp dernières volontés veulent vives douleur si forte ainsi petite sylviane deux seules personnes pleurées fond cellule aime tellement pleure faisant lettre choisi plus belle mort français puisse choisir courage maman destinée quitte chère maman donnant million baisers disant vive france henri
"THOUËMENT René, Jean, Marie",spip.php?article146837&id_mot=10754,typographie majuscule lettre origine respectée fresnes juin chers frères soeurs nièces envoie dernière lettre car cette après midi heures monte poteau exécution paris bon courage car fait devoir bon français espère dieu saura choisir bonne place monde nouveau naturellemnet va être dur apprendre cette nouvelle voulez cru bien faire france adieu robert henri dédé francois famille yves marie neveu nièce jeanne henri neveu jeannine
